"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Census Region"	"Census Region Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"61 years"	"61"	"2006"	"2006"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	345	38749	890.3
	"61 years"	"61"	"2006"	"2006"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	6251	444231	1407.2
	"61 years"	"61"	"2006"	"2006"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	393	39844	986.3
	"61 years"	"61"	"2006"	"2006"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2517	227134	1108.2
	"61 years"	"61"	"2007"	"2007"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	109	21115	516.2
	"61 years"	"61"	"2007"	"2007"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1766	241478	731.3
	"61 years"	"61"	"2007"	"2007"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	42	8118	517.4
	"61 years"	"61"	"2007"	"2007"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2349	290921	807.4
	"61 years"	"61"	"2007"	"2007"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	246	45590	539.6
	"61 years"	"61"	"2007"	"2007"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4127	477729	863.9
	"61 years"	"61"	"2007"	"2007"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	256	46173	554.4
	"61 years"	"61"	"2007"	"2007"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1727	231568	745.8
	"61 years"	"61"	"2007"	"2007"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	179	17201	1040.6
	"61 years"	"61"	"2007"	"2007"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2548	219234	1162.2
	"61 years"	"61"	"2007"	"2007"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	65	8166	796.0
	"61 years"	"61"	"2007"	"2007"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3466	276400	1254.0
	"61 years"	"61"	"2007"	"2007"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	389	40181	968.1
	"61 years"	"61"	"2007"	"2007"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	6343	439447	1443.4
	"61 years"	"61"	"2007"	"2007"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	423	41146	1028.0
	"61 years"	"61"	"2007"	"2007"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2523	225059	1121.0
	"61 years"	"61"	"2008"	"2008"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	126	22915	549.9
	"61 years"	"61"	"2008"	"2008"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2263	332180	681.3
	"61 years"	"61"	"2008"	"2008"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	40	9338	428.4
	"61 years"	"61"	"2008"	"2008"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3002	402410	746.0
	"61 years"	"61"	"2008"	"2008"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	272	51660	526.5
	"61 years"	"61"	"2008"	"2008"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5345	633975	843.1
	"61 years"	"61"	"2008"	"2008"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	319	52794	604.2
	"61 years"	"61"	"2008"	"2008"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2156	312958	688.9
	"61 years"	"61"	"2008"	"2008"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	189	18901	999.9
	"61 years"	"61"	"2008"	"2008"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	3239	307416	1053.6
	"61 years"	"61"	"2008"	"2008"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	75	9462	792.6
	"61 years"	"61"	"2008"	"2008"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	4508	380862	1183.6
	"61 years"	"61"	"2008"	"2008"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	418	45890	910.9
	"61 years"	"61"	"2008"	"2008"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	7867	587891	1338.2
	"61 years"	"61"	"2008"	"2008"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	481	47358	1015.7
	"61 years"	"61"	"2008"	"2008"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	3315	305163	1086.3
	"61 years"	"61"	"2009"	"2009"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	136	23768	572.2
	"61 years"	"61"	"2009"	"2009"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2111	303816	694.8
	"61 years"	"61"	"2009"	"2009"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	37	9951	371.8
	"61 years"	"61"	"2009"	"2009"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2892	375991	769.2
	"61 years"	"61"	"2009"	"2009"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	308	54100	569.3
	"61 years"	"61"	"2009"	"2009"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5073	607384	835.2
	"61 years"	"61"	"2009"	"2009"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	303	55538	545.6
	"61 years"	"61"	"2009"	"2009"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2026	292243	693.3
	"61 years"	"61"	"2009"	"2009"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	195	19335	1008.5
	"61 years"	"61"	"2009"	"2009"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	3056	279613	1092.9
	"61 years"	"61"	"2009"	"2009"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	81	10190	794.9
	"61 years"	"61"	"2009"	"2009"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	4358	355704	1225.2
	"61 years"	"61"	"2009"	"2009"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	448	47916	935.0
	"61 years"	"61"	"2009"	"2009"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	7608	561345	1355.3
	"61 years"	"61"	"2009"	"2009"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	497	49996	994.1
	"61 years"	"61"	"2009"	"2009"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	3145	285335	1102.2
	"61 years"	"61"	"2010"	"2010"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	124	23846	520.0
	"61 years"	"61"	"2010"	"2010"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1920	298570	643.1
	"61 years"	"61"	"2010"	"2010"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	50	10085	495.8
	"61 years"	"61"	"2010"	"2010"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2786	374455	744.0
	"61 years"	"61"	"2010"	"2010"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	311	55562	559.7
	"61 years"	"61"	"2010"	"2010"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5062	599688	844.1
	"61 years"	"61"	"2010"	"2010"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	303	56895	532.6
	"61 years"	"61"	"2010"	"2010"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1934	289773	667.4
	"61 years"	"61"	"2010"	"2010"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	193	19649	982.2
	"61 years"	"61"	"2010"	"2010"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2915	274045	1063.7
	"61 years"	"61"	"2010"	"2010"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	83	10117	820.4
	"61 years"	"61"	"2010"	"2010"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	4154	355205	1169.5
	"61 years"	"61"	"2010"	"2010"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	465	49518	939.1
	"61 years"	"61"	"2010"	"2010"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	7629	549874	1387.4
	"61 years"	"61"	"2010"	"2010"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	492	51198	961.0
	"61 years"	"61"	"2010"	"2010"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	3071	281136	1092.4
	"61 years"	"61"	"2011"	"2011"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	112	26727	419.1
	"61 years"	"61"	"2011"	"2011"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1940	300505	645.6
	"61 years"	"61"	"2011"	"2011"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	36	10972	328.1
	"61 years"	"61"	"2011"	"2011"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2805	382037	734.2
	"61 years"	"61"	"2011"	"2011"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	280	60561	462.3
	"61 years"	"61"	"2011"	"2011"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4892	605561	807.8
	"61 years"	"61"	"2011"	"2011"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	314	62231	504.6
	"61 years"	"61"	"2011"	"2011"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1988	297886	667.4
	"61 years"	"61"	"2011"	"2011"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	230	21738	1058.1
	"61 years"	"61"	"2011"	"2011"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	3021	277555	1088.4
	"61 years"	"61"	"2011"	"2011"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	82	11271	727.5
	"61 years"	"61"	"2011"	"2011"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	4367	363884	1200.1
	"61 years"	"61"	"2011"	"2011"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	497	53854	922.9
	"61 years"	"61"	"2011"	"2011"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	7479	553275	1351.8
	"61 years"	"61"	"2011"	"2011"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	528	56821	929.2
	"61 years"	"61"	"2011"	"2011"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	3165	287621	1100.4
	"61 years"	"61"	"2012"	"2012"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	127	26138	485.9
	"61 years"	"61"	"2012"	"2012"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1946	305383	637.2
	"61 years"	"61"	"2012"	"2012"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	55	11550	476.2
	"61 years"	"61"	"2012"	"2012"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2902	393693	737.1
	"61 years"	"61"	"2012"	"2012"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	325	62568	519.4
	"61 years"	"61"	"2012"	"2012"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5135	615530	834.2
	"61 years"	"61"	"2012"	"2012"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	352	63380	555.4
	"61 years"	"61"	"2012"	"2012"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2126	301732	704.6
	"61 years"	"61"	"2012"	"2012"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	200	21970	910.3
	"61 years"	"61"	"2012"	"2012"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	3095	282203	1096.7
	"61 years"	"61"	"2012"	"2012"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	93	11957	777.8
	"61 years"	"61"	"2012"	"2012"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	4498	372662	1207.0
	"61 years"	"61"	"2012"	"2012"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	576	56638	1017.0
	"61 years"	"61"	"2012"	"2012"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	7767	556107	1396.7
	"61 years"	"61"	"2012"	"2012"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	577	58689	983.1
	"61 years"	"61"	"2012"	"2012"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	3284	289293	1135.2
	"61 years"	"61"	"2013"	"2013"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	119	26816	443.8
	"61 years"	"61"	"2013"	"2013"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2027	310385	653.1
	"61 years"	"61"	"2013"	"2013"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	46	11855	388.0
	"61 years"	"61"	"2013"	"2013"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2941	403575	728.7
	"61 years"	"61"	"2013"	"2013"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	310	63886	485.2
	"61 years"	"61"	"2013"	"2013"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5355	625984	855.5
	"61 years"	"61"	"2013"	"2013"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	367	66169	554.6
	"61 years"	"61"	"2013"	"2013"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2089	306374	681.8
	"61 years"	"61"	"2013"	"2013"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	232	22637	1024.9
	"61 years"	"61"	"2013"	"2013"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	3158	289272	1091.7
	"61 years"	"61"	"2013"	"2013"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	104	12411	838.0
	"61 years"	"61"	"2013"	"2013"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	4568	384069	1189.4
	"61 years"	"61"	"2013"	"2013"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	556	57854	961.0
	"61 years"	"61"	"2013"	"2013"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	8409	565790	1486.2
	"61 years"	"61"	"2013"	"2013"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	620	60590	1023.3
	"61 years"	"61"	"2013"	"2013"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	3397	293448	1157.6
	"62 years"	"62"	"1999"	"1999"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	95	13762	690.3
	"62 years"	"62"	"1999"	"1999"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1890	198036	954.4
	"62 years"	"62"	"1999"	"1999"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	34	4656	730.2
	"62 years"	"62"	"1999"	"1999"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2447	241431	1013.5
	"62 years"	"62"	"1999"	"1999"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	196	27726	706.9
	"62 years"	"62"	"1999"	"1999"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	3960	364720	1085.8
	"62 years"	"62"	"1999"	"1999"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	193	28077	687.4
	"62 years"	"62"	"1999"	"1999"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1629	166088	980.8
	"62 years"	"62"	"1999"	"1999"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	151	11589	1303.0
	"62 years"	"62"	"1999"	"1999"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2681	174984	1532.1
	"62 years"	"62"	"1999"	"1999"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	39	4592	849.3
	"62 years"	"62"	"1999"	"1999"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3434	220484	1557.5
	"62 years"	"62"	"1999"	"1999"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	341	23607	1444.5
	"62 years"	"62"	"1999"	"1999"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5741	327996	1750.3
	"62 years"	"62"	"1999"	"1999"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	326	24557	1327.5
	"62 years"	"62"	"1999"	"1999"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2340	159317	1468.8
	"62 years"	"62"	"2000"	"2000"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	110	14288	769.9
	"62 years"	"62"	"2000"	"2000"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1945	205069	948.5
	"62 years"	"62"	"2000"	"2000"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	48	5198	923.4
	"62 years"	"62"	"2000"	"2000"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2563	249842	1025.8
	"62 years"	"62"	"2000"	"2000"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	181	29235	619.1
	"62 years"	"62"	"2000"	"2000"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4093	381353	1073.3
	"62 years"	"62"	"2000"	"2000"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	188	29609	634.9
	"62 years"	"62"	"2000"	"2000"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1650	174478	945.7
	"62 years"	"62"	"2000"	"2000"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	151	11894	1269.5
	"62 years"	"62"	"2000"	"2000"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2654	182187	1456.7
	"62 years"	"62"	"2000"	"2000"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	51	4862	1049.0
	"62 years"	"62"	"2000"	"2000"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3510	228816	1534.0
	"62 years"	"62"	"2000"	"2000"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	263	24982	1052.8
	"62 years"	"62"	"2000"	"2000"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5977	344540	1734.8
	"62 years"	"62"	"2000"	"2000"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	327	26106	1252.6
	"62 years"	"62"	"2000"	"2000"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2441	167770	1455.0
	"62 years"	"62"	"2001"	"2001"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	115	15154	758.9
	"62 years"	"62"	"2001"	"2001"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1948	204104	954.4
	"62 years"	"62"	"2001"	"2001"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	42	5151	815.4
	"62 years"	"62"	"2001"	"2001"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2460	253754	969.4
	"62 years"	"62"	"2001"	"2001"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	211	30532	691.1
	"62 years"	"62"	"2001"	"2001"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4091	387648	1055.3
	"62 years"	"62"	"2001"	"2001"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	216	31373	688.5
	"62 years"	"62"	"2001"	"2001"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1711	179156	955.0
	"62 years"	"62"	"2001"	"2001"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	142	12745	1114.2
	"62 years"	"62"	"2001"	"2001"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2601	182652	1424.0
	"62 years"	"62"	"2001"	"2001"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	49	5000	980.0
	"62 years"	"62"	"2001"	"2001"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3388	233351	1451.9
	"62 years"	"62"	"2001"	"2001"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	300	25977	1154.9
	"62 years"	"62"	"2001"	"2001"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	6082	351949	1728.1
	"62 years"	"62"	"2001"	"2001"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	328	27789	1180.3
	"62 years"	"62"	"2001"	"2001"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2439	171582	1421.5
	"62 years"	"62"	"2002"	"2002"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	123	16318	753.8
	"62 years"	"62"	"2002"	"2002"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1849	211395	874.7
	"62 years"	"62"	"2002"	"2002"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	36	5647	637.5
	"62 years"	"62"	"2002"	"2002"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2437	257585	946.1
	"62 years"	"62"	"2002"	"2002"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	194	32729	592.7
	"62 years"	"62"	"2002"	"2002"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4164	405606	1026.6
